gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description
5179,C2,CP:BIOCARTA,BIOCARTA_THELPER_PATHWAY,ITGAL,3683,ENSG00000005844,ITGAL,3683,ENSG00000005844,M6427,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_thelperPathway.gif,T Helper Cell Surface Molecules
5180,C2,CP:BIOCARTA,BIOCARTA_THELPER_PATHWAY,ITGB2,3689,ENSG00000160255,ITGB2,3689,ENSG00000160255,M6427,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_thelperPathway.gif,T Helper Cell Surface Molecules
5181,C2,CP:BIOCARTA,BIOCARTA_THELPER_PATHWAY,PTPRC,5788,ENSG00000081237,PTPRC,5788,ENSG00000081237,M6427,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_thelperPathway.gif,T Helper Cell Surface Molecules
5182,C2,CP:BIOCARTA,BIOCARTA_THELPER_PATHWAY,PTPRC,5788,ENSG00000262418,PTPRC,5788,ENSG00000262418,M6427,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_thelperPathway.gif,T Helper Cell Surface Molecules
5183,C2,CP:BIOCARTA,BIOCARTA_THELPER_PATHWAY,THY1,7070,ENSG00000154096,THY1,7070,ENSG00000154096,M6427,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_thelperPathway.gif,T Helper Cell Surface Molecules
5184,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,DNAJA3,9093,ENSG00000103423,DNAJA3,9093,ENSG00000103423,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5185,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,DNAJA3,9093,ENSG00000276726,DNAJA3,9093,ENSG00000276726,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5186,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,HSPA1A,3303,ENSG00000204389,HSPA1A,3303,ENSG00000204389,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5187,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,HSPA1A,3303,ENSG00000215328,HSPA1A,3303,ENSG00000215328,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5188,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,HSPA1A,3303,ENSG00000234475,HSPA1A,3303,ENSG00000234475,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5189,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,HSPA1A,3303,ENSG00000235941,HSPA1A,3303,ENSG00000235941,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5190,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,HSPA1A,3303,ENSG00000237724,HSPA1A,3303,ENSG00000237724,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5191,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,IFNG,3458,ENSG00000111537,IFNG,3458,ENSG00000111537,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5192,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,IFNGR1,3459,ENSG00000027697,IFNGR1,3459,ENSG00000027697,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5193,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,IFNGR2,3460,ENSG00000159128,IFNGR2,3460,ENSG00000159128,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5194,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,IFNGR2,3460,ENSG00000262795,IFNGR2,3460,ENSG00000262795,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5195,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,IKBKB,3551,ENSG00000104365,IKBKB,3551,ENSG00000104365,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5196,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,JAK2,3717,ENSG00000096968,JAK2,3717,ENSG00000096968,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5197,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,LIN7A,8825,ENSG00000111052,LIN7A,8825,ENSG00000111052,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5198,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,NFKB1,4790,ENSG00000109320,NFKB1,4790,ENSG00000109320,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5199,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,NFKBIA,4792,ENSG00000100906,NFKBIA,4792,ENSG00000100906,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5200,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,RB1,5925,ENSG00000139687,RB1,5925,ENSG00000139687,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5201,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,RELA,5970,ENSG00000173039,RELA,5970,ENSG00000173039,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5202,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TAX1BP3,30851,ENSG00000213977,TAX1BP3,30851,ENSG00000213977,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5203,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000204490,TNF,7124,ENSG00000204490,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5204,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000206439,TNF,7124,ENSG00000206439,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5205,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000223952,TNF,7124,ENSG00000223952,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5206,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000228321,TNF,7124,ENSG00000228321,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5207,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000228849,TNF,7124,ENSG00000228849,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5208,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000228978,TNF,7124,ENSG00000228978,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5209,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000230108,TNF,7124,ENSG00000230108,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5210,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNF,7124,ENSG00000232810,TNF,7124,ENSG00000232810,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5211,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNFRSF1A,7132,ENSG00000067182,TNFRSF1A,7132,ENSG00000067182,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5212,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TNFRSF1B,7133,ENSG00000028137,TNFRSF1B,7133,ENSG00000028137,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5213,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,TP53,7157,ENSG00000141510,TP53,7157,ENSG00000141510,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5214,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,USH1C,10083,ENSG00000006611,USH1C,10083,ENSG00000006611,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5215,C2,CP:BIOCARTA,BIOCARTA_TID_PATHWAY,WT1,7490,ENSG00000184937,WT1,7490,ENSG00000184937,M9546,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tidPathway.gif,Chaperones modulate interferon Signaling Pathway
5216,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,ARHGDIB,397,ENSG00000111348,ARHGDIB,397,ENSG00000111348,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5217,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,BAG4,9530,ENSG00000156735,BAG4,9530,ENSG00000156735,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5218,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,CASP2,835,ENSG00000106144,CASP2,835,ENSG00000106144,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5219,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,CASP3,836,ENSG00000164305,CASP3,836,ENSG00000164305,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5220,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,CASP8,841,ENSG00000064012,CASP8,841,ENSG00000064012,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5221,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,CRADD,8738,ENSG00000169372,CRADD,8738,ENSG00000169372,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5222,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,DFFA,1676,ENSG00000160049,DFFA,1676,ENSG00000160049,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5223,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,DFFB,1677,ENSG00000169598,DFFB,1677,ENSG00000169598,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5224,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,FADD,8772,ENSG00000168040,FADD,8772,ENSG00000168040,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5225,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,JUN,3725,ENSG00000177606,JUN,3725,ENSG00000177606,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5226,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,LMNA,4000,ENSG00000160789,LMNA,4000,ENSG00000160789,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5227,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,LMNB1,4001,ENSG00000113368,LMNB1,4001,ENSG00000113368,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5228,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,LMNB2,84823,ENSG00000176619,LMNB2,84823,ENSG00000176619,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5229,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,MADD,8567,ENSG00000110514,MADD,8567,ENSG00000110514,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5230,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,MAP2K4,6416,ENSG00000065559,MAP2K4,6416,ENSG00000065559,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5231,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,MAP3K1,4214,ENSG00000095015,MAP3K1,4214,ENSG00000095015,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5232,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,MAP3K7,6885,ENSG00000135341,MAP3K7,6885,ENSG00000135341,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5233,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,MAPK8,5599,ENSG00000107643,MAPK8,5599,ENSG00000107643,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5234,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,PAK1,5058,ENSG00000149269,PAK1,5058,ENSG00000149269,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5235,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,PAK2,5062,ENSG00000180370,PAK2,5062,ENSG00000180370,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5236,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,PARP1,142,ENSG00000143799,PARP1,142,ENSG00000143799,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5237,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,PRKDC,5591,ENSG00000253729,PRKDC,5591,ENSG00000253729,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5238,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,RB1,5925,ENSG00000139687,RB1,5925,ENSG00000139687,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5239,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,RIPK1,8737,ENSG00000137275,RIPK1,8737,ENSG00000137275,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5240,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,SPTAN1,6709,ENSG00000197694,SPTAN1,6709,ENSG00000197694,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5241,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000204490,TNF,7124,ENSG00000204490,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5242,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000206439,TNF,7124,ENSG00000206439,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5243,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000223952,TNF,7124,ENSG00000223952,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5244,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000228321,TNF,7124,ENSG00000228321,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5245,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000228849,TNF,7124,ENSG00000228849,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5246,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000228978,TNF,7124,ENSG00000228978,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5247,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000230108,TNF,7124,ENSG00000230108,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5248,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNF,7124,ENSG00000232810,TNF,7124,ENSG00000232810,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5249,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TNFRSF1A,7132,ENSG00000067182,TNFRSF1A,7132,ENSG00000067182,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5250,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TRADD,8717,ENSG00000102871,TRADD,8717,ENSG00000102871,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5251,C2,CP:BIOCARTA,BIOCARTA_TNFR1_PATHWAY,TRAF2,7186,ENSG00000127191,TRAF2,7186,ENSG00000127191,M3618,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr1Pathway.gif,TNFR1 Signaling Pathway
5252,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,CHUK,1147,ENSG00000213341,CHUK,1147,ENSG00000213341,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5253,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,DUSP1,1843,ENSG00000120129,DUSP1,1843,ENSG00000120129,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5254,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,ELP1,8518,ENSG00000070061,ELP1,8518,ENSG00000070061,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5255,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,IKBKB,3551,ENSG00000104365,IKBKB,3551,ENSG00000104365,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5256,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,IKBKG,8517,ENSG00000269335,IKBKG,8517,ENSG00000269335,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5257,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,MAP3K1,4214,ENSG00000095015,MAP3K1,4214,ENSG00000095015,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5258,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,MAP3K14,9020,ENSG00000006062,MAP3K14,9020,ENSG00000006062,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5259,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,MAP3K14,9020,ENSG00000282637,MAP3K14,9020,ENSG00000282637,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5260,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,NFKB1,4790,ENSG00000109320,NFKB1,4790,ENSG00000109320,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5261,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,NFKBIA,4792,ENSG00000100906,NFKBIA,4792,ENSG00000100906,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5262,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,RELA,5970,ENSG00000173039,RELA,5970,ENSG00000173039,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5263,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,RIPK1,8737,ENSG00000137275,RIPK1,8737,ENSG00000137275,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5264,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,TANK,10010,ENSG00000136560,TANK,10010,ENSG00000136560,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5265,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,TNFAIP3,7128,ENSG00000118503,TNFAIP3,7128,ENSG00000118503,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5266,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,TNFRSF1B,7133,ENSG00000028137,TNFRSF1B,7133,ENSG00000028137,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5267,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,TRAF1,7185,ENSG00000056558,TRAF1,7185,ENSG00000056558,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5268,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,TRAF2,7186,ENSG00000127191,TRAF2,7186,ENSG00000127191,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5269,C2,CP:BIOCARTA,BIOCARTA_TNFR2_PATHWAY,TRAF3,7187,ENSG00000131323,TRAF3,7187,ENSG00000131323,M10082,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tnfr2Pathway.gif,TNFR2 Signaling Pathway
5270,C2,CP:BIOCARTA,BIOCARTA_TOB1_PATHWAY,CD247,919,ENSG00000198821,CD247,919,ENSG00000198821,M18215,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tob1Pathway.gif,Role of Tob in T-cell activation
5271,C2,CP:BIOCARTA,BIOCARTA_TOB1_PATHWAY,CD28,940,ENSG00000178562,CD28,940,ENSG00000178562,M18215,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tob1Pathway.gif,Role of Tob in T-cell activation
5272,C2,CP:BIOCARTA,BIOCARTA_TOB1_PATHWAY,CD3D,915,ENSG00000167286,CD3D,915,ENSG00000167286,M18215,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tob1Pathway.gif,Role of Tob in T-cell activation
5273,C2,CP:BIOCARTA,BIOCARTA_TOB1_PATHWAY,CD3E,916,ENSG00000198851,CD3E,916,ENSG00000198851,M18215,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tob1Pathway.gif,Role of Tob in T-cell activation
5274,C2,CP:BIOCARTA,BIOCARTA_TOB1_PATHWAY,CD3G,917,ENSG00000160654,CD3G,917,ENSG00000160654,M18215,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tob1Pathway.gif,Role of Tob in T-cell activation
5275,C2,CP:BIOCARTA,BIOCARTA_TOB1_PATHWAY,IFNG,3458,ENSG00000111537,IFNG,3458,ENSG00000111537,M18215,,,,https://data.broadinstitute.org/gsea-msigdb/msigdb/biocarta/human/h_tob1Pathway.gif,Role of Tob in T-cell activation
